,property_id,property_type,price,city,province_name,latitude,longitude,baths,bedrooms,date_added,agency,agent,Total_Area,year,month,date
270,3622600,Flat,35000,Rawalpindi,Punjab,33.56103,73.062276,4,3,2019-06-28,Zaka Real Estate,Zaka Ud Din Kamal,2722.51,2019,6,2019-06-01
273,3931877,House,35000000,Lahore,Punjab,31.533849,74.409633,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,4628.267,2019,6,2019-06-01
274,3931998,House,22000000,Lahore,Punjab,31.537458,74.413323,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
275,3932053,House,23500000,Lahore,Punjab,31.533161,74.419481,6,5,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
276,3932098,House,41500000,Lahore,Punjab,31.533161,74.419481,6,5,2019-06-18,Forces Properties,Khalid Saeed Khan,5445.0,2019,6,2019-06-01
277,3932130,House,23000000,Lahore,Punjab,31.533161,74.419481,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
278,3932163,House,23000000,Lahore,Punjab,31.53327,74.41358,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
279,3932175,House,20500000,Lahore,Punjab,31.536068,74.408666,4,3,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
280,3932182,House,21000000,Lahore,Punjab,31.536068,74.408666,4,3,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
281,3965775,House,19200000,Lahore,Punjab,31.443749,74.259152,7,5,2019-02-03,Jinnah Associates,Shafiq Malik,2722.51,2019,2,2019-02-01
282,3977801,House,7700000,Lahore,Punjab,31.533372,74.451342,4,3,2019-06-12,Valo Marketing,Nabeel Khalid Muhammad Bin Shahid,1089.004,2019,6,2019-06-01
283,3991627,House,21500000,Lahore,Punjab,31.469155,74.470553,5,4,2019-06-25,Vital Estate,Shahbaz Mughal,2722.51,2019,6,2019-06-01
285,4015309,House,26500000,Lahore,Punjab,31.469155,74.470553,5,4,2019-06-25,Vital Estate,Shahbaz Mughal,3811.514,2019,6,2019-06-01
286,4016954,House,70000000,Lahore,Punjab,31.469155,74.470553,7,6,2019-06-18,Vital Estate,Shahbaz Mughal,10890.0,2019,6,2019-06-01
287,4017113,House,49500000,Lahore,Punjab,31.469155,74.470553,6,5,2019-06-25,Vital Estate,Shahbaz Mughal,5445.0,2019,6,2019-06-01
289,4100382,House,36000000,Lahore,Punjab,31.533849,74.409633,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,4628.267,2019,6,2019-06-01
290,4107715,House,36000000,Lahore,Punjab,31.471571,74.445906,6,5,2019-06-25,Vital Estate,Shahbaz Mughal,5445.0,2019,6,2019-06-01
291,4111694,House,51000000,Lahore,Punjab,31.466227,74.427137,6,5,2019-06-25,Vital Estate,Shahbaz Mughal,5445.0,2019,6,2019-06-01
292,4153988,House,20000000,Lahore,Punjab,31.37108,74.190316,7,5,2018-11-05,The Property Lounge,Najam Ul Saqib,2722.51,2018,11,2018-11-01
295,4249571,House,65000000,Lahore,Punjab,31.526751,74.337072,0,0,2019-04-03,Punjaab Estates,Irfan Rehman Khan,59895.0,2019,4,2019-04-01
296,4304977,House,35000000,Lahore,Punjab,31.465422,74.385309,6,5,2019-06-26,Vital Estate,Shahbaz Mughal,5445.0,2019,6,2019-06-01
298,4339824,House,52500000,Lahore,Punjab,31.466227,74.440012,6,5,2019-06-25,Vital Estate,Shahbaz Mughal,5445.0,2019,6,2019-06-01
299,4352352,House,35000000,Lahore,Punjab,31.505678,74.348202,8,5,2019-05-03,Hamza Real Estate,Imran Shahad,3267.012,2019,5,2019-05-01
300,4375535,House,22500000,Lahore,Punjab,31.537458,74.413323,5,5,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
301,4375549,House,22500000,Lahore,Punjab,31.57443055,74.44369633,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
302,4375556,House,23500000,Lahore,Punjab,31.71727872,74.45599191,4,4,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
303,4393127,House,15500000,Lahore,Punjab,31.521703,74.298978,5,5,2019-07-03,Rana Estate Agency,Rana Junaid,22324.582,2019,7,2019-07-01
304,4498537,House,37000000,Lahore,Punjab,31.533849,74.409633,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,4628.267,2019,6,2019-06-01
305,4498557,House,28000000,Lahore,Punjab,31.536068,74.408666,4,4,2019-06-18,Forces Properties,Khalid Saeed Khan,3267.012,2019,6,2019-06-01
306,4498560,House,23500000,Lahore,Punjab,31.53327,74.41358,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
307,4498562,House,22000000,Lahore,Punjab,31.53327,74.41358,6,5,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
308,4498563,House,22000000,Lahore,Punjab,31.537458,74.413323,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
309,4498564,House,21500000,Lahore,Punjab,31.537239,74.420211,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
310,4498565,House,22500000,Lahore,Punjab,31.533161,74.419481,5,4,2019-06-18,Forces Properties,Khalid Saeed Khan,2722.51,2019,6,2019-06-01
311,4536731,House,60000000,Lahore,Punjab,31.521776,74.343538,0,0,2019-04-03,Punjaab Estates,Irfan Rehman Khan,5445.0,2019,4,2019-04-01
312,4536854,House,1200000000,Lahore,Punjab,31.519435,74.345548,0,0,2019-04-04,Punjaab Estates,Irfan Rehman Khan,43560.0,2019,4,2019-04-01
313,4557799,House,380000000,Lahore,Punjab,31.510471,74.350526,0,0,2019-05-03,Punjaab Estates,Irfan Rehman Khan,10890.0,2019,5,2019-05-01
315,4570988,House,59800000,Lahore,Punjab,31.462493,74.409342,7,6,2019-05-03,Harum Real Estate & Builders,Tayyab Khurshad,5445.0,2019,5,2019-05-01
316,4677101,House,66000000,Lahore,Punjab,31.469155,74.470553,6,6,2019-06-25,Vital Estate,Shahbaz Mughal,10890.0,2019,6,2019-06-01
317,4747413,House,360000000,Lahore,Punjab,31.53842,74.352357,7,5,2019-06-30,Hamza Real Estate,Imran Shahad,54450.0,2019,6,2019-06-01
319,3631228,Flat,10500000,Rawalpindi,Punjab,33.56103,73.062276,4,3,2019-06-28,Zaka Real Estate,Zaka Ud Din Kamal,2722.51,2019,6,2019-06-01
327,4047643,Flat,3000000,Rawalpindi,Punjab,33.521423,73.109236,1,1,2019-07-16,Easy Property,Muhammad Junaid CEO  Muhammad Shahid Director,4083.765,2019,7,2019-07-01
328,4125085,House,21000000,Rawalpindi,Punjab,33.549693,73.130536,6,5,2019-07-03,Aim Real Estate,Abdul Rehman,2722.51,2019,7,2019-07-01
329,4153362,House,35000000,Rawalpindi,Punjab,33.5628,73.107144,10,10,2019-04-05,Aim Real Estate,Abdul Rehman,5445.0,2019,4,2019-04-01
332,4708049,House,22500000,Rawalpindi,Punjab,33.549693,73.130536,6,5,2019-07-03,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,2722.51,2019,7,2019-07-01
333,4709390,House,40000000,Rawalpindi,Punjab,33.550408,73.115473,7,6,2018-08-08,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,5445.0,2018,8,2018-08-01
334,4711877,House,38000000,Rawalpindi,Punjab,33.55892,73.118649,6,5,2019-07-03,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,5445.0,2019,7,2019-07-01
335,4721544,Flat,10000000,Rawalpindi,Punjab,33.581306,73.087962,3,3,2018-11-06,Farhan Enterprises,Junaid Qureshi,29130.857,2018,11,2018-11-01
336,4784013,House,22500000,Rawalpindi,Punjab,33.550408,73.115473,6,5,2019-07-03,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,2722.51,2019,7,2019-07-01
337,4784194,House,40000000,Rawalpindi,Punjab,33.549693,73.130536,7,6,2018-12-06,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,5445.0,2018,12,2018-12-01
338,4880028,House,42000000,Rawalpindi,Punjab,33.55892,73.118649,7,6,2018-08-08,Al-Ghous Real Estate Management & Construction,Muhammad Nasir,5445.0,2018,8,2018-08-01
339,3631009,House,58000,Rawalpindi,Punjab,33.543004,73.067576,6,5,2019-07-03,Zaka Real Estate,Zaka Ud Din Kamal,2722.51,2019,7,2019-07-01
340,3631010,House,55000,Rawalpindi,Punjab,33.543004,73.067576,5,4,2019-07-03,Zaka Real Estate,Zaka Ud Din Kamal,2722.51,2019,7,2019-07-01
341,3631014,House,65000,Rawalpindi,Punjab,33.569523,73.064679,0,4,2019-06-28,Zaka Real Estate,Zaka Ud Din Kamal,2722.51,2019,6,2019-06-01
346,3669806,Flat,30500000,Karachi,Sindh,24.752502,67.074019,1,1,2019-06-20,Property Hub,Khawaja Mujtaba Khalil Darabu,14973.804999999998,2019,6,2019-06-01
347,3672356,House,100000000,Karachi,Sindh,24.899672,67.094536,9,9,2019-02-17,Guide Line Real Estate,Kaleem Zafar Raja,26136.096,2019,2,2019-02-01
348,3968998,House,105000000,Karachi,Sindh,24.893299,67.103462,6,6,2019-06-07,BEC Consultants,ARehman,3811.514,2019,6,2019-06-01
349,4001761,Flat,25000000,Karachi,Sindh,24.880013,67.057285,0,3,2019-03-10,786 Estate,Muhammad Jamil,2178.008,2019,3,2019-03-01
350,4016615,House,75000000,Karachi,Sindh,24.956491,67.219341,0,5,2019-06-20,Vigilant Property Solutions,"Group Captain Rana Farooq (R), Kashif Khan",5445.0,2019,6,2019-06-01
351,4154431,House,250000000,Karachi,Sindh,24.90628,67.086254,6,4,2019-02-17,Guide Line Real Estate,Kaleem Zafar Raja,16335.0,2019,2,2019-02-01
352,4154441,House,55000000,Karachi,Sindh,24.910435,67.090523,3,5,2019-02-17,Guide Line Real Estate,Kaleem Zafar Raja,36481.634,2019,2,2019-02-01
353,4217073,Flat,6000000,Karachi,Sindh,24.894076,67.027715,2,0,2019-06-14,United Real Estate,Fahad Sarwar,11434.542,2019,6,2019-06-01
354,4241223,Flat,6200000,Karachi,Sindh,24.894076,67.027715,0,2,2019-06-14,United Real Estate,Ghulam Sarwar Gondal,11434.542,2019,6,2019-06-01
356,4263606,House,20000000,Karachi,Sindh,25.005301,67.30881,3,3,2019-04-06,Professionals Real Estate Consultants & Builder,Sheikh Furqan,2178.008,2019,4,2019-04-01
357,4348668,House,14500000,Karachi,Sindh,25.00574,67.316385,5,5,2019-06-05,Professionals Real Estate Consultants & Builder,Zeeshan Yaqoob,3811.514,2019,6,2019-06-01
359,4405633,House,45000000,Karachi,Sindh,24.920687,67.116428,4,4,2019-07-01,Property Valley,Yasir Hussain,28858.606,2019,7,2019-07-01
360,4458130,House,21000000,Karachi,Sindh,25.005301,67.30881,3,3,2019-06-05,Professionals Real Estate Consultants & Builder,jamshed Ali,2178.008,2019,6,2019-06-01
361,4474118,Flat,8500000,Karachi,Sindh,24.94093154,67.16148219,3,3,2019-03-18,Karachi Real Estate Investment Trust,Feroz,2178.008,2019,3,2019-03-01
362,4504004,House,85000000,Karachi,Sindh,24.959894,67.188631,6,6,2019-06-14,United Real Estate,Ghulam Sarwar Gondal,59895.0,2019,6,2019-06-01
363,4504386,Flat,25000000,Karachi,Sindh,24.784203,67.08488,3,3,2019-05-06,Universal Estate & Builders,Syed Zakir Ali,2178.008,2019,5,2019-05-01
365,4617764,Flat,30000000,Karachi,Sindh,24.903565,67.081525,2,3,2019-02-17,Guide Line Real Estate,Kaleem Zafar Raja,18240.817,2019,2,2019-02-01
366,4777513,House,72500000,Karachi,Sindh,24.941744,67.053638,8,8,2019-07-03,Altamash Estate & Construction,Syed Altamash Ahmed,4900.518,2019,7,2019-07-01
367,4787556,House,77500000,Karachi,Sindh,24.959894,67.188631,9,8,2019-06-14,United Real Estate,Ghulam Sarwar Gondal,59895.0,2019,6,2019-06-01
370,4381593,Upper Portion,150000,Karachi,Sindh,24.821639,67.071691,5,4,2019-07-18,Al Ghazi Property,IRFAN Ur Rehman,10890.0,2019,7,2019-07-01
371,4389467,House,250000,Karachi,Sindh,24.80302922,67.06287503,7,6,2019-07-18,Al Ghazi Property,Saqib Ur Rehman,5445.0,2019,7,2019-07-01
372,4480514,Lower Portion,70000,Karachi,Sindh,24.956491,67.219341,3,3,2019-06-20,Vigilant Property Solutions,Group Captain Rana Farooq R Kashif Khan,5445.0,2019,6,2019-06-01
373,4931494,Flat,5000000,Islamabad,Islamabad Capital,33.698137,72.978215,2,2,2019-06-27,Ettemad Enterprises,Balqiaz Marwat,1089.004,2019,6,2019-06-01
374,4931495,Flat,3600000,Islamabad,Islamabad Capital,33.698137,72.978215,1,1,2019-06-27,Ettemad Enterprises,Balqiaz Marwat,8439.780999999999,2019,6,2019-06-01
375,4931496,Flat,4800000,Islamabad,Islamabad Capital,33.698137,72.978215,2,2,2019-07-03,Ettemad Enterprises,Balqiaz Marwat,1089.004,2019,7,2019-07-01
376,4931497,House,14000000,Islamabad,Islamabad Capital,33.6468948,72.95950011,5,5,2019-05-05,Ettemad Enterprises,Balqiaz Marwat,1089.004,2019,5,2019-05-01
378,4965937,House,19000000,Islamabad,Islamabad Capital,33.663818,72.99526,5,5,2019-06-29,Awais Builders and Property Advisor,M Tariq Khan,15246.056,2019,6,2019-06-01
379,4985797,House,850000000,Islamabad,Islamabad Capital,33.735118,73.077486,10,9,2019-06-30,A To Z Group,Asif,261360.0,2019,6,2019-06-01
380,5001565,Flat,5000000,Islamabad,Islamabad Capital,33.698244,72.984238,0,0,2019-06-27,Ettemad Enterprises,Balqiaz Marwat,10345.538,2019,6,2019-06-01
381,5075456,House,6500000,Islamabad,Islamabad Capital,33.492591,73.301339,3,3,2019-07-01,TM Associates,Major Tariq Masud,2178.008,2019,7,2019-07-01
382,5075469,House,18500000,Islamabad,Islamabad Capital,33.508481,73.091826,4,3,2019-07-01,TM Associates,Major Tariq Masud,2722.51,2019,7,2019-07-01
383,5092270,House,4200000,Islamabad,Islamabad Capital,33.495884,73.24532,0,2,2019-02-04,Business Links,Shahzeb,1361.255,2019,2,2019-02-01
386,5184682,House,105000000,Islamabad,Islamabad Capital,33.680925,72.997971,10,7,2019-05-05,Farhan Enterprises,Junaid Qureshi,5445.0,2019,5,2019-05-01
387,5231804,Penthouse,130000000,Islamabad,Islamabad Capital,33.691065,73.016382,6,3,2019-05-05,Almo Estate,ALMO Estate,92565.0,2019,5,2019-05-01
388,5359816,Flat,27900000,Islamabad,Islamabad Capital,33.709454,73.055434,2,2,2019-06-27,Crown Associate,Abrar Ahmad,18785.319,2019,6,2019-06-01
389,5360448,Flat,18400000,Islamabad,Islamabad Capital,33.709454,73.055434,1,1,2019-06-27,Crown Associate,Abrar Ahmed,11706.793,2019,6,2019-06-01
390,5365660,Flat,27100000,Islamabad,Islamabad Capital,33.709454,73.055434,2,2,2019-06-27,Crown Associate,Abrar Ahmad,17968.566,2019,6,2019-06-01
392,5663594,Flat,9900000,Islamabad,Islamabad Capital,33.698244,72.984238,3,3,2019-06-27,Ettemad Enterprises,Balqiaz Marwat,20691.076,2019,6,2019-06-01
393,5794603,House,10500000,Islamabad,Islamabad Capital,33.678171,73.162161,4,3,2019-03-06,Nexus Estate Services,Ch Afzal/ Ch Faisal/ Ch Adeel,2178.008,2019,3,2019-03-01
394,5835207,House,14500000,Islamabad,Islamabad Capital,33.67164,72.991655,3,4,2019-06-19,Awais Builders and Property Advisor,M Tariq Khan,11979.043999999998,2019,6,2019-06-01
395,5930859,House,83000000,Islamabad,Islamabad Capital,33.679211,72.988787,6,6,2019-04-05,Farhan Enterprises,Junaid Qureshi,5445.0,2019,4,2019-04-01
396,5958535,Flat,4800000,Islamabad,Islamabad Capital,33.692638,73.218813,1,1,2019-06-19,Indus Estate And Builders,Syed Afzal,7895.278999999999,2019,6,2019-06-01
398,6020857,Flat,12500000,Islamabad,Islamabad Capital,33.61018754,73.18183064,2,2,2019-03-06,Pakistan Property Today,M Irfan Waheed,18785.319,2019,3,2019-03-01
399,6132587,Flat,48000000,Islamabad,Islamabad Capital,33.728873,73.119628,2,3,2019-02-04,Al Sahar Estate,Zahid H. Usmani,30219.861,2019,2,2019-02-01
401,6211219,House,65000000,Islamabad,Islamabad Capital,33.667854,73.003843,6,6,2019-06-29,Awais Builders and Property Advisor,M Tariq Khan,5445.0,2019,6,2019-06-01
402,6265851,Flat,5656000,Islamabad,Islamabad Capital,33.68411261,73.24302793,2,2,2019-07-15,Easy Property,Muhammad Junaid CEO  Muhammad Shahid Director,9801.036,2019,7,2019-07-01
404,6282072,House,90000000,Islamabad,Islamabad Capital,33.704599,72.978702,9,9,2019-07-03,Farhan Real Estate,Azmat Ullah Qureshi,5445.0,2019,7,2019-07-01
405,6282095,House,80000000,Islamabad,Islamabad Capital,33.691781,73.000288,6,6,2019-07-03,Farhan Real Estate,Azmat Ullah Qureshi,5445.0,2019,7,2019-07-01
406,6282155,House,85000000,Islamabad,Islamabad Capital,33.691781,73.000288,6,6,2019-07-03,Farhan Real Estate,Azmat Ullah Qureshi,5445.0,2019,7,2019-07-01
407,6282236,House,85000000,Islamabad,Islamabad Capital,33.679211,72.988787,6,6,2019-07-03,Farhan Real Estate,Azmat Ullah Qureshi,5445.0,2019,7,2019-07-01
408,6282364,Flat,42000000,Islamabad,Islamabad Capital,33.684782,72.986383,4,4,2019-06-13,Farhan Real Estate,Azmat Ullah Qureshi,44649.164,2019,6,2019-06-01
409,6284439,House,105000000,Islamabad,Islamabad Capital,33.71776735,73.06136191,5,4,2019-07-01,CAPITAL REALTY,Abubaker Anwar,70785.0,2019,7,2019-07-01
410,4929389,Upper Portion,45000,Islamabad,Islamabad Capital,33.533668,73.146286,3,3,2019-02-04,H. A Estate & Builders,Rizwan,5445.0,2019,2,2019-02-01
411,5194902,Lower Portion,60000,Islamabad,Islamabad Capital,33.532523,73.163452,4,3,2019-06-04,H. A Estate & Builders,Rizwan,5445.0,2019,6,2019-06-01
416,4202426,House,47000,Rawalpindi,Punjab,33.543004,73.067576,4,3,2019-07-04,Zaka Real Estate,Zaka Ud Din Kamal,2722.51,2019,7,2019-07-01
417,4202428,House,55000,Rawalpindi,Punjab,33.56103,73.062276,4,3,2019-06-28,Zaka Real Estate,Zaka Ud Din Kamal,2722.51,2019,6,2019-06-01
418,4202429,Flat,35000,Rawalpindi,Punjab,33.543004,73.067576,0,3,2019-07-03,Zaka Real Estate,Zaka Ud Din Kamal,2722.51,2019,7,2019-07-01
422,4907568,House,160000000,Lahore,Punjab,31.542114,74.355898,6,5,2019-01-18,Hamza Real Estate,Imran Shahad,5445.0,2019,1,2019-01-01
424,4951451,House,480000000,Lahore,Punjab,31.522361,74.347172,0,0,2019-05-03,Punjaab Estates,Irfan Rehman Khan,21780.0,2019,5,2019-05-01
425,5019310,Flat,22500000,Lahore,Punjab,31.5078,74.318733,0,0,2019-04-03,Punjaab Estates,Irfan Rehman Khan,1905.757,2019,4,2019-04-01
427,5042102,House,59500000,Lahore,Punjab,31.462493,74.409342,6,5,2019-06-18,Harum Real Estate & Builders,Tayyab Khurshad,5445.0,2019,6,2019-06-01
428,5042734,House,39500000,Lahore,Punjab,31.471571,74.445906,7,5,2019-02-03,Harum Real Estate & Builders,Rashid Yaqoob,5445.0,2019,2,2019-02-01
430,5174345,Flat,13000000,Lahore,Punjab,31.544308,74.383832,3,3,2019-06-18,Corporate Realtors,Abdul Basit,27497.351,2019,6,2019-06-01
432,5222437,House,175000000,Lahore,Punjab,31.5078,74.318733,0,0,2019-05-03,Punjaab Estates,Irfan Rehman Khan,239580.0,2019,5,2019-05-01
433,5248798,House,110000000,Lahore,Punjab,31.462493,74.409342,6,6,2019-02-03,Harum Real Estate & Builders,Ahmad sheikh,10890.0,2019,2,2019-02-01
434,5254741,House,47000000,Lahore,Punjab,31.466007,74.448338,6,5,2019-06-25,Vital Estate,Shahbaz Mughal,5445.0,2019,6,2019-06-01
435,5270691,House,54000000,Lahore,Punjab,31.495909,74.350569,6,5,2019-06-04,MATZ Services,Group Captain (R) Tajammul Baig,5445.0,2019,6,2019-06-01
436,5270708,House,53500000,Lahore,Punjab,31.495909,74.350569,6,5,2019-06-04,MATZ Services,Group Captain (R) Tajammul Baig,5445.0,2019,6,2019-06-01
437,5270731,House,34500000,Lahore,Punjab,31.495909,74.350569,5,4,2019-06-02,MATZ Services,Group Captain (R) Tajammul Baig,3811.514,2019,6,2019-06-01
438,5271225,House,57500000,Lahore,Punjab,31.462493,74.409342,7,6,2019-04-03,Harum Real Estate & Builders,Gohar Ali,5445.0,2019,4,2019-04-01
439,5292644,House,45000000,Lahore,Punjab,31.5288,74.39312,4,3,2019-06-18,Corporate Realtors,Mohsin Shahzaib,4083.765,2019,6,2019-06-01
440,5293822,House,45000000,Lahore,Punjab,31.388758,74.185073,4,5,2019-06-02,The Property Edge,Yasir Sheikh,92565.0,2019,6,2019-06-01
442,5310719,House,42000000,Lahore,Punjab,31.471571,74.445906,6,5,2019-02-03,Harum Real Estate & Builders,Gohar Ali,5445.0,2019,2,2019-02-01
443,5322505,House,42800000,Lahore,Punjab,31.471571,74.445906,6,5,2019-06-29,Harum Real Estate & Builders,Waqas Naeem,5445.0,2019,6,2019-06-01
444,5323034,House,46000000,Lahore,Punjab,31.467105,74.459581,6,5,2019-03-05,Harum Real Estate & Builders,Gohar Ali,5445.0,2019,3,2019-03-01
445,5340712,House,4500000,Lahore,Punjab,31.550672,74.403963,3,3,2019-06-18,Corporate Realtors,Muhammad Shahzeb,544.502,2019,6,2019-06-01
446,5378066,House,21000000,Lahore,Punjab,31.504068,74.277177,7,7,2019-06-18,Al Bashir Impex,Muhammad Tariq Bhatt,2722.51,2019,6,2019-06-01
447,5404521,House,67500000,Lahore,Punjab,31.469155,74.470553,8,7,2019-06-18,Vital Estate,Shahbaz Mughal,10890.0,2019,6,2019-06-01
448,5415337,House,57500000,Lahore,Punjab,31.46835,74.401603,6,5,2019-06-18,Vital Estate,Shahbaz Mughal,5445.0,2019,6,2019-06-01
449,5415958,House,59000000,Lahore,Punjab,31.458686,74.406624,6,5,2019-06-25,Vital Estate,Shahbaz Mughal,5445.0,2019,6,2019-06-01
450,5463432,House,13500000,Lahore,Punjab,31.413355,74.239926,5,5,2019-05-04,M A Associates,Muhammad Aqil,2722.51,2019,5,2019-05-01
451,5481174,Flat,7000000,Lahore,Punjab,31.46278146,74.43301141,2,2,2019-07-01,Lasani Vision Real Estate,Tanveer Hussain,1633.506,2019,7,2019-07-01
452,5499394,House,9000000,Lahore,Punjab,31.551184,74.284058,4,3,2019-07-17,Aiman Estate,Khawar,816.7529999999999,2019,7,2019-07-01
453,5518699,House,45000000,Lahore,Punjab,31.462493,74.409342,8,6,2019-06-02,Findwell Real Estate & Developers,Muhammad Rehan Ashraf Baig,5445.0,2019,6,2019-06-01
454,5553948,Flat,5100000,Lahore,Punjab,31.374414,74.177749,1,1,2019-04-03,The Property Edge,Usman Sheikh,544.502,2019,4,2019-04-01
455,5614095,House,12500000,Lahore,Punjab,31.387824,74.193242,3,3,2019-04-04,The Property Edge,Yasir Sheikh,2178.008,2019,4,2019-04-01
456,5614355,House,12500000,Lahore,Punjab,31.394711,74.177392,3,2,2019-07-01,The Property Edge,Yasir Sheikh,2722.51,2019,7,2019-07-01
458,5636675,House,90000000,Lahore,Punjab,31.462347,74.293642,0,0,2019-05-03,Almo Estate,ALMO Estate,27225.0,2019,5,2019-05-01
459,5640209,House,15500000,Lahore,Punjab,31.409619,74.166126,5,3,2019-04-04,Almo Estate,ALMO Estate,2722.51,2019,4,2019-04-01
461,5665336,House,65000000,Lahore,Punjab,31.5288,74.39312,5,4,2019-06-18,Corporate Realtors,Abdul Basit,5445.0,2019,6,2019-06-01
